INFO:root:[TURN 0] [WORKER u_1 at (14, 5)] [ACTION move] [VALUE 0.012798227816820147] at (15, 5) (rule_resource_value)
INFO:root:[TURN 205] [WORKER u_33 at (6, 6)] [ACTION move] [VALUE 0.014483928680419922] at (7, 5) (rule_resource_value)
INFO:root:[TURN 205] [WORKER u_36 at (6, 8)] [ACTION move] [VALUE 0.012798227816820147] at (6, 9) (rule_resource_value)
INFO:root:[TURN 205] [WORKER u_38 at (0, 3)] [ACTION move] [VALUE 10.0] at (4, 4) (rule_deliver_resources)
INFO:root:[TURN 205] [WORKER u_39 at (9, 6)] [ACTION move] [VALUE 0.006112798750400544] at (6, 6) (rule_resource_value)
INFO:root:[TURN 205] [WORKER u_44 at (1, 1)] [ACTION move] [VALUE 0.007241964340209961] at (0, 2) (rule_resource_value)
INFO:root:[TURN 205] [WORKER u_45 at (4, 6)] [ACTION move] [VALUE 0.006112798750400544] at (6, 5) (rule_resource_value)
INFO:root:[TURN 205] [WORKER u_46 at (8, 5)] [ACTION build] [VALUE 0.0165] at (0, 4) (rule_build)
INFO:root:[TURN 205] [WORKER u_47 at (5, 9)] [ACTION build] [VALUE 0.1] at (4, 8) (rule_build)
INFO:root:[TURN 205] [WORKER u_48 at (4, 7)] [ACTION move] [VALUE 0.000767951011657715] at (0, 1) (rule_resource_value)
INFO:root:[TURN 205] [WORKER u_49 at (4, 6)] [ACTION move] [VALUE 0.0] at (0, 0) (rule_resource_value)
INFO:root:[TURN 206] [WORKER u_3 at (7, 5)] [ACTION build] [VALUE 0.066] at (8, 9) (rule_build)
INFO:root:[TURN 206] [WORKER u_2 at (7, 6)] [ACTION build] [VALUE 0.1165] at (5, 5) (rule_build)
INFO:root:[TURN 206] [WORKER u_5 at (8, 4)] [ACTION build] [VALUE 0.1] at (4, 5) (rule_build)
INFO:root:[TURN 206] [WORKER u_16 at (7, 3)] [ACTION move] [VALUE 0.014483928680419922] at (7, 5) (rule_resource_value)
INFO:root:[TURN 206] [WORKER u_17 at (4, 8)] [ACTION build] [VALUE 0.1] at (4, 8) (rule_build)
INFO:root:Worker is attempting to build.
INFO:root:[TURN 206] [WORKER u_42 at (10, 5)] [ACTION move] [VALUE 0.005129089355468751] at (6, 5) (rule_resource_value)
INFO:root:[TURN 206] [WORKER u_19 at (6, 4)] [ACTION move] [VALUE 0.014483928680419922] at (7, 5) (rule_resource_value)
INFO:root:[TURN 206] [WORKER u_39 at (8, 6)] [ACTION move] [VALUE 0.007241964340209961] at (6, 6) (rule_resource_value)
INFO:root:[TURN 206] [WORKER u_45 at (4, 6)] [ACTION move] [VALUE 0.006112798750400544] at (6, 5) (rule_resource_value)
INFO:root:[TURN 206] [WORKER u_46 at (8, 5)] [ACTION build] [VALUE 0.0665] at (1, 2) (rule_build)
INFO:root:[TURN 206] [WORKER u_49 at (4, 6)] [ACTION move] [VALUE 0.0029103830456733704] at (0, 3) (rule_resource_value)
INFO:root:[TURN 206] [WORKER u_50 at (5, 5)] [ACTION move] [VALUE 0.002373046875] at (0, 2) (rule_resource_value)
INFO:root:[TURN 207] [WORKER u_3 at (7, 5)] [ACTION build] [VALUE 0.066] at (8, 9) (rule_build)
INFO:root:[TURN 207] [WORKER u_2 at (7, 6)] [ACTION build] [VALUE 0.1165] at (5, 5) (rule_build)
INFO:root:[TURN 207] [WORKER u_16 at (7, 3)] [ACTION move] [VALUE 0.014483928680419922] at (7, 5) (rule_resource_value)
INFO:root:[TURN 207] [WORKER u_5 at (8, 4)] [ACTION build] [VALUE 0.1] at (4, 5) (rule_build)
INFO:root:[TURN 207] [WORKER u_17 at (4, 8)] [ACTION move] [VALUE 0.009169198125600816] at (6, 9) (rule_resource_value)
INFO:root:[TURN 207] [WORKER u_42 at (10, 5)] [ACTION move] [VALUE 0.005129089355468751] at (6, 5) (rule_resource_value)
INFO:root:[TURN 207] [WORKER u_19 at (6, 4)] [ACTION move] [VALUE 0.014483928680419922] at (7, 5) (rule_resource_value)
INFO:root:[TURN 207] [WORKER u_31 at (0, 3)] [ACTION move] [VALUE 10.0] at (4, 4) (rule_deliver_resources)
INFO:root:[TURN 207] [WORKER u_33 at (6, 5)] [ACTION move] [VALUE 0.010000000000000002] at (6, 5) (rule_resource_value)
INFO:root:[TURN 207] [WORKER u_36 at (6, 9)] [ACTION build] [VALUE 0.0665] at (1, 2) (rule_build)
INFO:root:[TURN 207] [WORKER u_38 at (0, 4)] [ACTION move] [VALUE 0.008532151877880097] at (0, 3) (rule_resource_value)
INFO:root:[TURN 207] [WORKER u_39 at (8, 6)] [ACTION move] [VALUE 0.007241964340209961] at (6, 6) (rule_resource_value)
INFO:root:[TURN 207] [WORKER u_44 at (0, 1)] [ACTION move] [VALUE 0.008532151877880097] at (0, 2) (rule_resource_value)
INFO:root:[TURN 207] [WORKER u_45 at (4, 6)] [ACTION move] [VALUE 0.0009590898454189302] at (0, 1) (rule_resource_value)
INFO:root:[TURN 207] [WORKER u_46 at (8, 5)] [ACTION build] [VALUE 0.0165] at (0, 4) (rule_build)
INFO:root:[TURN 207] [WORKER u_47 at (4, 9)] [ACTION build] [VALUE 0.0165] at (0, 11) (rule_build)
INFO:root:[TURN 207] [WORKER u_48 at (3, 7)] [ACTION move] [VALUE 0.0] at (0, 0) (rule_resource_value)
INFO:root:[TURN 207] [WORKER u_49 at (4, 6)] [ACTION move] [VALUE 0.0] at (0, 0) (rule_resource_value)
INFO:root:[TURN 207] [WORKER u_50 at (5, 4)] [ACTION move] [VALUE 0.0] at (0, 0) (rule_resource_value)
INFO:root:[TURN 208] [WORKER u_2 at (7, 6)] [ACTION build] [VALUE 0.1165] at (5, 5) (rule_build)
INFO:root:[TURN 208] [WORKER u_3 at (7, 5)] [ACTION build] [VALUE 0.066] at (8, 9) (rule_build)
INFO:root:[TURN 208] [WORKER u_5 at (8, 4)] [ACTION build] [VALUE 0.1] at (4, 5) (rule_build)
INFO:root:[TURN 208] [WORKER u_16 at (7, 3)] [ACTION move] [VALUE 0.014483928680419922] at (7, 5) (rule_resource_value)
INFO:root:[TURN 208] [WORKER u_17 at (5, 8)] [ACTION move] [VALUE 0.010862946510314943] at (6, 9) (rule_resource_value)
INFO:root:[TURN 208] [WORKER u_42 at (10, 5)] [ACTION move] [VALUE 0.005129089355468751] at (6, 5) (rule_resource_value)
INFO:root:[TURN 208] [WORKER u_19 at (6, 4)] [ACTION move] [VALUE 0.014483928680419922] at (7, 5) (rule_resource_value)
INFO:root:[TURN 208] [WORKER u_31 at (1, 3)] [ACTION move] [VALUE 0.008532151877880097] at (0, 3) (rule_resource_value)
INFO:root:[TURN 208] [WORKER u_39 at (8, 6)] [ACTION move] [VALUE 0.007241964340209961] at (6, 6) (rule_resource_value)
INFO:root:[TURN 208] [WORKER u_45 at (4, 6)] [ACTION move] [VALUE 0.006112798750400544] at (6, 5) (rule_resource_value)
INFO:root:[TURN 208] [WORKER u_46 at (8, 5)] [ACTION build] [VALUE 0.0665] at (1, 2) (rule_build)
INFO:root:[TURN 208] [WORKER u_49 at (4, 6)] [ACTION move] [VALUE 0.002373046875] at (0, 2) (rule_resource_value)
INFO:root:[TURN 208] [WORKER u_51 at (8, 6)] [ACTION move] [VALUE 0.00036896750330924996] at (0, 1) (rule_resource_value)
INFO:root:[TURN 209] [WORKER u_5 at (8, 4)] [ACTION build] [VALUE 0.1165] at (5, 5) (rule_build)
INFO:root:[TURN 209] [WORKER u_16 at (7, 3)] [ACTION move] [VALUE 0.014483928680419922] at (7, 5) (rule_resource_value)
INFO:root:[TURN 209] [WORKER u_17 at (6, 8)] [ACTION move] [VALUE 0.012798227816820147] at (6, 9) (rule_resource_value)
INFO:root:[TURN 209] [WORKER u_42 at (10, 5)] [ACTION move] [VALUE 0.005129089355468751] at (6, 5) (rule_resource_value)
INFO:root:[TURN 209] [WORKER u_19 at (6, 4)] [ACTION move] [VALUE 0.014483928680419922] at (7, 5) (rule_resource_value)
INFO:root:[TURN 209] [WORKER u_31 at (1, 3)] [ACTION move] [VALUE 0.008532151877880097] at (0, 3) (rule_resource_value)
INFO:root:[TURN 209] [WORKER u_33 at (5, 5)] [ACTION build] [VALUE 0.1] at (4, 5) (rule_build)
INFO:root:[TURN 209] [WORKER u_36 at (5, 9)] [ACTION build] [VALUE 0.0665] at (1, 2) (rule_build)
INFO:root:[TURN 209] [WORKER u_38 at (0, 3)] [ACTION move] [VALUE 10.0] at (4, 4) (rule_deliver_resources)
INFO:root:[TURN 209] [WORKER u_44 at (0, 2)] [ACTION move] [VALUE 0.010000000000000002] at (0, 2) (rule_resource_value)
INFO:root:[TURN 209] [WORKER u_45 at (4, 6)] [ACTION move] [VALUE 0.007241964340209961] at (6, 6) (rule_resource_value)
INFO:root:[TURN 209] [WORKER u_46 at (8, 5)] [ACTION build] [VALUE 0.0165] at (0, 4) (rule_build)
INFO:root:[TURN 209] [WORKER u_47 at (3, 9)] [ACTION build] [VALUE 0.0165] at (0, 11) (rule_build)
INFO:root:[TURN 209] [WORKER u_48 at (3, 6)] [ACTION move] [VALUE 0.005129089355468751] at (6, 5) (rule_resource_value)
INFO:root:[TURN 209] [WORKER u_49 at (4, 6)] [ACTION move] [VALUE 0.0009590898454189302] at (0, 1) (rule_resource_value)
INFO:root:[TURN 209] [WORKER u_50 at (5, 3)] [ACTION move] [VALUE 0.0] at (0, 0) (rule_resource_value)
INFO:root:[TURN 210] [WORKER u_3 at (6, 5)] [ACTION build] [VALUE 0.066] at (8, 9) (rule_build)
INFO:root:[TURN 210] [WORKER u_2 at (7, 5)] [ACTION build] [VALUE 0.1165] at (5, 5) (rule_build)
INFO:root:[TURN 210] [WORKER u_5 at (8, 4)] [ACTION build] [VALUE 0.1] at (4, 5) (rule_build)
INFO:root:[TURN 210] [WORKER u_16 at (7, 3)] [ACTION move] [VALUE 0.014483928680419922] at (7, 5) (rule_resource_value)
INFO:root:[TURN 210] [WORKER u_19 at (6, 4)] [ACTION move] [VALUE 0.014483928680419922] at (7, 5) (rule_resource_value)
INFO:root:[TURN 210] [WORKER u_42 at (10, 5)] [ACTION move] [VALUE 0.005129089355468751] at (6, 5) (rule_resource_value)
INFO:root:[TURN 210] [WORKER u_33 at (5, 5)] [ACTION build] [VALUE 0.0665] at (1, 2) (rule_build)
INFO:root:[TURN 210] [WORKER u_39 at (7, 6)] [ACTION move] [VALUE 0.008532151877880097] at (6, 6) (rule_resource_value)
INFO:root:[TURN 210] [WORKER u_45 at (5, 6)] [ACTION move] [VALUE 0.007241964340209961] at (6, 5) (rule_resource_value)
INFO:root:[TURN 210] [WORKER u_46 at (8, 5)] [ACTION build] [VALUE 0.0165] at (0, 4) (rule_build)
INFO:root:[TURN 210] [WORKER u_49 at (4, 6)] [ACTION move] [VALUE 0.0029103830456733704] at (0, 3) (rule_resource_value)
INFO:root:[TURN 210] [WORKER u_51 at (9, 6)] [ACTION move] [VALUE 0.0007379350066184999] at (0, 2) (rule_resource_value)
INFO:root:[TURN 211] [WORKER u_16 at (7, 3)] [ACTION move] [VALUE 0.014483928680419922] at (7, 5) (rule_resource_value)
INFO:root:[TURN 211] [WORKER u_5 at (8, 4)] [ACTION build] [VALUE 0.1165] at (5, 5) (rule_build)
INFO:root:[TURN 211] [WORKER u_42 at (10, 5)] [ACTION move] [VALUE 0.005129089355468751] at (6, 5) (rule_resource_value)
INFO:root:[TURN 211] [WORKER u_17 at (6, 9)] [ACTION build] [VALUE 0.1] at (4, 5) (rule_build)
INFO:root:[TURN 211] [WORKER u_19 at (6, 4)] [ACTION move] [VALUE 0.014483928680419922] at (7, 5) (rule_resource_value)
INFO:root:[TURN 211] [WORKER u_31 at (0, 3)] [ACTION move] [VALUE 10.0] at (4, 4) (rule_deliver_resources)
INFO:root:[TURN 211] [WORKER u_33 at (5, 5)] [ACTION build] [VALUE 0.0665] at (1, 2) (rule_build)
INFO:root:[TURN 211] [WORKER u_36 at (4, 9)] [ACTION build] [VALUE 0.0165] at (0, 11) (rule_build)
INFO:root:[TURN 211] [WORKER u_38 at (0, 4)] [ACTION build] [VALUE 0.0165] at (0, 4) (rule_build)
INFO:root:Worker is attempting to build.
INFO:root:[TURN 211] [WORKER u_39 at (6, 6)] [ACTION move] [VALUE 0.010000000000000002] at (6, 6) (rule_resource_value)
INFO:root:[TURN 211] [WORKER u_44 at (0, 1)] [ACTION move] [VALUE 0.008532151877880097] at (0, 2) (rule_resource_value)
INFO:root:[TURN 211] [WORKER u_45 at (6, 6)] [ACTION move] [VALUE 0.008532151877880097] at (6, 5) (rule_resource_value)
INFO:root:[TURN 211] [WORKER u_46 at (8, 5)] [ACTION build] [VALUE 0.0165] at (0, 1) (rule_build)
INFO:root:[TURN 211] [WORKER u_47 at (2, 9)] [ACTION move] [VALUE 0.0] at (0, 0) (rule_resource_value)
INFO:root:[TURN 211] [WORKER u_48 at (3, 5)] [ACTION move] [VALUE 0.004276307523250581] at (0, 3) (rule_resource_value)
INFO:root:[TURN 211] [WORKER u_49 at (4, 6)] [ACTION move] [VALUE 0.0] at (0, 0) (rule_resource_value)
INFO:root:[TURN 211] [WORKER u_50 at (5, 2)] [ACTION move] [VALUE 0.0] at (0, 0) (rule_resource_value)
INFO:root:[TURN 211] [WORKER u_51 at (9, 6)] [ACTION move] [VALUE 0.0] at (0, 0) (rule_resource_value)
INFO:root:[TURN 212] [WORKER u_2 at (6, 5)] [ACTION build] [VALUE 0.15000000000000002] at (7, 6) (rule_build)
INFO:root:[TURN 212] [WORKER u_3 at (7, 5)] [ACTION build] [VALUE 0.066] at (7, 5) (rule_build)
INFO:root:Worker is attempting to build.
INFO:root:[TURN 212] [WORKER u_5 at (8, 4)] [ACTION build] [VALUE 0.1165] at (5, 5) (rule_build)
INFO:root:[TURN 212] [WORKER u_16 at (7, 3)] [ACTION move] [VALUE 0.004365574568510056] at (6, 9) (rule_resource_value)
INFO:root:[TURN 212] [WORKER u_19 at (6, 4)] [ACTION move] [VALUE 0.007241964340209961] at (7, 5) (rule_resource_value)
INFO:root:[TURN 212] [WORKER u_42 at (10, 5)] [ACTION move] [VALUE 0.0025645446777343753] at (6, 5) (rule_resource_value)
INFO:root:[TURN 212] [WORKER u_31 at (1, 3)] [ACTION move] [VALUE 0.008532151877880097] at (0, 3) (rule_resource_value)
INFO:root:[TURN 212] [WORKER u_33 at (5, 5)] [ACTION build] [VALUE 0.1] at (4, 5) (rule_build)
INFO:root:[TURN 212] [WORKER u_38 at (0, 4)] [ACTION move] [VALUE 0.007241964340209961] at (0, 2) (rule_resource_value)
INFO:root:[TURN 212] [WORKER u_45 at (6, 6)] [ACTION move] [VALUE 0.009169198125600816] at (6, 9) (rule_resource_value)
INFO:root:[TURN 212] [WORKER u_46 at (8, 5)] [ACTION build] [VALUE 0.1] at (1, 4) (rule_build)
INFO:root:[TURN 212] [WORKER u_49 at (4, 6)] [ACTION move] [VALUE 0.0009590898454189302] at (0, 1) (rule_resource_value)
INFO:root:[TURN 212] [WORKER u_51 at (9, 6)] [ACTION move] [VALUE 0.007081851959228516] at (7, 10) (rule_resource_value)
INFO:root:[TURN 213] [WORKER u_2 at (6, 5)] [ACTION build] [VALUE 0.15000000000000002] at (7, 6) (rule_build)
INFO:root:[TURN 213] [WORKER u_3 at (7, 5)] [ACTION move] [VALUE 0.010000000000000002] at (7, 5) (rule_resource_value)
INFO:root:[TURN 213] [WORKER u_5 at (8, 4)] [ACTION build] [VALUE 0.1165] at (5, 5) (rule_build)
INFO:root:[TURN 213] [WORKER u_42 at (10, 5)] [ACTION move] [VALUE 0.0035595703125000005] at (6, 9) (rule_resource_value)
INFO:root:[TURN 213] [WORKER u_17 at (5, 9)] [ACTION build] [VALUE 0.1] at (4, 5) (rule_build)
INFO:root:[TURN 213] [WORKER u_19 at (6, 4)] [ACTION move] [VALUE 0.007241964340209961] at (7, 5) (rule_resource_value)
INFO:root:[TURN 213] [WORKER u_31 at (1, 3)] [ACTION move] [VALUE 0.008532151877880097] at (0, 3) (rule_resource_value)
INFO:root:[TURN 213] [WORKER u_33 at (5, 5)] [ACTION build] [VALUE 0.1] at (1, 4) (rule_build)
INFO:root:[TURN 213] [WORKER u_36 at (3, 9)] [ACTION build] [VALUE 0.0665] at (1, 2) (rule_build)
INFO:root:[TURN 213] [WORKER u_38 at (0, 4)] [ACTION move] [VALUE 0.007241964340209961] at (0, 2) (rule_resource_value)
INFO:root:[TURN 213] [WORKER u_39 at (7, 6)] [ACTION move] [VALUE 0.010258178710937501] at (7, 10) (rule_resource_value)
INFO:root:[TURN 213] [WORKER u_44 at (0, 2)] [ACTION move] [VALUE 10.0] at (0, 4) (rule_deliver_resources)
INFO:root:[TURN 213] [WORKER u_45 at (6, 7)] [ACTION move] [VALUE 0.010862946510314943] at (6, 9) (rule_resource_value)
INFO:root:[TURN 213] [WORKER u_46 at (8, 5)] [ACTION build] [VALUE 0.05] at (0, 5) (rule_build)
INFO:root:[TURN 213] [WORKER u_47 at (2, 8)] [ACTION build] [VALUE 0.0165] at (0, 1) (rule_build)
INFO:root:[TURN 213] [WORKER u_48 at (3, 4)] [ACTION move] [VALUE 0.0] at (0, 0) (rule_resource_value)
INFO:root:[TURN 213] [WORKER u_49 at (4, 6)] [ACTION move] [VALUE 0.0] at (0, 0) (rule_resource_value)
INFO:root:[TURN 213] [WORKER u_50 at (5, 1)] [ACTION move] [VALUE 0.0] at (0, 0) (rule_resource_value)
INFO:root:[TURN 213] [WORKER u_51 at (8, 6)] [ACTION move] [VALUE 0.0076936340332031256] at (7, 9) (rule_resource_value)
INFO:root:[TURN 213] [WORKER u_52 at (6, 6)] [ACTION move] [VALUE 0.005000000000000001] at (6, 6) (rule_resource_value)
INFO:root:[TURN 214] [WORKER u_2 at (6, 5)] [ACTION build] [VALUE 0.15000000000000002] at (7, 6) (rule_build)
INFO:root:[TURN 214] [WORKER u_3 at (7, 5)] [ACTION move] [VALUE 0.010000000000000002] at (7, 5) (rule_resource_value)
INFO:root:[TURN 214] [WORKER u_5 at (8, 4)] [ACTION build] [VALUE 0.1165] at (5, 5) (rule_build)
INFO:root:[TURN 214] [WORKER u_16 at (6, 3)] [ACTION move] [VALUE 0.005311388969421388] at (6, 9) (rule_resource_value)
INFO:root:[TURN 214] [WORKER u_19 at (6, 4)] [ACTION move] [VALUE 0.007241964340209961] at (7, 5) (rule_resource_value)
INFO:root:[TURN 214] [WORKER u_42 at (10, 5)] [ACTION move] [VALUE 0.0025645446777343753] at (6, 5) (rule_resource_value)
INFO:root:[TURN 214] [WORKER u_31 at (1, 3)] [ACTION move] [VALUE 0.008532151877880097] at (0, 3) (rule_resource_value)
INFO:root:[TURN 214] [WORKER u_33 at (5, 5)] [ACTION build] [VALUE 0.1] at (4, 5) (rule_build)
INFO:root:[TURN 214] [WORKER u_38 at (0, 4)] [ACTION move] [VALUE 0.007241964340209961] at (0, 2) (rule_resource_value)
INFO:root:[TURN 214] [WORKER u_39 at (7, 7)] [ACTION move] [VALUE 0.012225597500801088] at (7, 10) (rule_resource_value)
INFO:root:[TURN 214] [WORKER u_44 at (0, 2)] [ACTION move] [VALUE 10.0] at (0, 4) (rule_deliver_resources)
INFO:root:[TURN 214] [WORKER u_45 at (6, 8)] [ACTION move] [VALUE 0.012798227816820147] at (6, 9) (rule_resource_value)
INFO:root:[TURN 214] [WORKER u_46 at (8, 5)] [ACTION build] [VALUE 0.1] at (1, 4) (rule_build)
INFO:root:[TURN 214] [WORKER u_49 at (4, 6)] [ACTION move] [VALUE 0.0009590898454189302] at (0, 1) (rule_resource_value)
INFO:root:[TURN 214] [WORKER u_51 at (8, 7)] [ACTION move] [VALUE 0.009169198125600816] at (7, 9) (rule_resource_value)
INFO:root:[TURN 214] [WORKER u_52 at (5, 6)] [ACTION move] [VALUE 0.0] at (0, 0) (rule_resource_value)
INFO:root:[TURN 215] [WORKER u_2 at (6, 5)] [ACTION build] [VALUE 0.15000000000000002] at (7, 6) (rule_build)
INFO:root:[TURN 215] [WORKER u_3 at (7, 5)] [ACTION move] [VALUE 0.008552615046501162] at (7, 10) (rule_resource_value)
INFO:root:[TURN 215] [WORKER u_5 at (8, 4)] [ACTION build] [VALUE 0.1] at (6, 5) (rule_build)
INFO:root:[TURN 215] [WORKER u_42 at (10, 5)] [ACTION move] [VALUE 0.004365574568510056] at (7, 9) (rule_resource_value)
INFO:root:[TURN 215] [WORKER u_17 at (4, 9)] [ACTION build] [VALUE 0.1] at (4, 5) (rule_build)
INFO:root:[TURN 215] [WORKER u_19 at (6, 4)] [ACTION move] [VALUE 0.006414461284875871] at (6, 9) (rule_resource_value)
INFO:root:[TURN 215] [WORKER u_31 at (1, 3)] [ACTION move] [VALUE 0.008532151877880097] at (0, 3) (rule_resource_value)
INFO:root:[TURN 215] [WORKER u_33 at (5, 5)] [ACTION build] [VALUE 0.1] at (5, 5) (rule_build)
INFO:root:Worker is attempting to build.
INFO:root:[TURN 215] [WORKER u_36 at (3, 8)] [ACTION build] [VALUE 0.1] at (1, 4) (rule_build)
INFO:root:[TURN 215] [WORKER u_38 at (0, 4)] [ACTION move] [VALUE 0.007241964340209961] at (0, 2) (rule_resource_value)
INFO:root:[TURN 215] [WORKER u_39 at (7, 8)] [ACTION move] [VALUE 0.014483928680419922] at (7, 10) (rule_resource_value)
INFO:root:[TURN 215] [WORKER u_44 at (0, 2)] [ACTION move] [VALUE 10.0] at (0, 4) (rule_deliver_resources)
INFO:root:[TURN 215] [WORKER u_46 at (8, 5)] [ACTION build] [VALUE 0.0665] at (1, 2) (rule_build)
INFO:root:[TURN 215] [WORKER u_47 at (2, 7)] [ACTION build] [VALUE 0.05] at (0, 5) (rule_build)
INFO:root:[TURN 215] [WORKER u_48 at (3, 3)] [ACTION move] [VALUE 0.0021381537616252905] at (0, 1) (rule_resource_value)
INFO:root:[TURN 215] [WORKER u_49 at (4, 6)] [ACTION move] [VALUE 0.0] at (0, 0) (rule_resource_value)
INFO:root:[TURN 215] [WORKER u_50 at (5, 0)] [ACTION move] [VALUE 0.0] at (0, 0) (rule_resource_value)
INFO:root:[TURN 215] [WORKER u_52 at (6, 6)] [ACTION move] [VALUE 0.0036209821701049805] at (6, 8) (rule_resource_value)
INFO:root:[TURN 216] [WORKER u_2 at (6, 5)] [ACTION build] [VALUE 0.15000000000000002] at (6, 5) (rule_build)
INFO:root:Worker is attempting to build.
INFO:root:[TURN 216] [WORKER u_16 at (7, 3)] [ACTION move] [VALUE 0.005820766091346741] at (7, 10) (rule_resource_value)
INFO:root:[TURN 216] [WORKER u_31 at (1, 3)] [ACTION move] [VALUE 0.008532151877880097] at (0, 3) (rule_resource_value)
INFO:root:[TURN 216] [WORKER u_42 at (10, 5)] [ACTION move] [VALUE 0.004365574568510056] at (7, 9) (rule_resource_value)
INFO:root:[TURN 216] [WORKER u_33 at (5, 5)] [ACTION move] [VALUE 0.006414461284875871] at (6, 9) (rule_resource_value)
INFO:root:[TURN 216] [WORKER u_38 at (0, 4)] [ACTION move] [VALUE 0.007241964340209961] at (0, 2) (rule_resource_value)
INFO:root:[TURN 216] [WORKER u_44 at (0, 2)] [ACTION move] [VALUE 10.0] at (4, 4) (rule_deliver_resources)
INFO:root:[TURN 216] [WORKER u_45 at (6, 9)] [ACTION build] [VALUE 0.15000000000000002] at (4, 5) (rule_build)
INFO:root:[TURN 216] [WORKER u_46 at (8, 5)] [ACTION build] [VALUE 0.1] at (1, 4) (rule_build)
INFO:root:[TURN 216] [WORKER u_51 at (8, 8)] [ACTION move] [VALUE 0.012225597500801088] at (7, 10) (rule_resource_value)
INFO:root:[TURN 216] [WORKER u_52 at (6, 7)] [ACTION move] [VALUE 0.004266075938940048] at (6, 8) (rule_resource_value)
INFO:root:[TURN 217] [WORKER u_3 at (7, 6)] [ACTION move] [VALUE 0.010258178710937501] at (7, 10) (rule_resource_value)
INFO:root:[TURN 217] [WORKER u_2 at (6, 5)] [ACTION move] [VALUE 0.0076936340332031256] at (6, 9) (rule_resource_value)
INFO:root:[TURN 217] [WORKER u_5 at (7, 4)] [ACTION build] [VALUE 0.15000000000000002] at (7, 6) (rule_build)
INFO:root:[TURN 217] [WORKER u_17 at (5, 9)] [ACTION build] [VALUE 0.15000000000000002] at (4, 5) (rule_build)
INFO:root:[TURN 217] [WORKER u_19 at (6, 3)] [ACTION move] [VALUE 0.003540925979614258] at (0, 3) (rule_resource_value)
INFO:root:[TURN 217] [WORKER u_31 at (1, 3)] [ACTION move] [VALUE 0.007241964340209961] at (0, 2) (rule_resource_value)
INFO:root:[TURN 217] [WORKER u_33 at (5, 6)] [ACTION move] [VALUE 0.003056399375200272] at (5, 9) (rule_resource_value)
INFO:root:[TURN 217] [WORKER u_36 at (3, 7)] [ACTION build] [VALUE 0.1] at (1, 4) (rule_build)
INFO:root:[TURN 217] [WORKER u_38 at (0, 4)] [ACTION move] [VALUE 0.003056399375200272] at (0, 1) (rule_resource_value)
INFO:root:[TURN 217] [WORKER u_39 at (7, 9)] [ACTION build] [VALUE 0.0665] at (1, 2) (rule_build)
INFO:root:[TURN 217] [WORKER u_47 at (2, 6)] [ACTION build] [VALUE 0.05] at (0, 5) (rule_build)
INFO:root:[TURN 217] [WORKER u_48 at (3, 2)] [ACTION move] [VALUE 0.0] at (0, 0) (rule_resource_value)
INFO:root:[TURN 217] [WORKER u_49 at (4, 5)] [ACTION move] [VALUE 0.0] at (0, 0) (rule_resource_value)
